
8192	FIRST

8195	CLOOP

8198	_

8201	_

8204	_

8207	_

8210	_

8213	ENDFIL

8216	_

8219	_

8222	_

8225	_

8228	_

8231	_

8234	EOF

8237	THREE

8240	ZERO

8243	RETADR

8246	LENGTH

8249	BUFFER

12345	RDREC

12348	_

12351	RLOOP

12354	_

12357	_

12360	_

12363	_

12366	_

12369	_

12372	_

12375	EXIT

12378	_

12381	INPUT

12382	MAXLEN

12385	WRREC

12388	WLOOP

12391	_

12394	_

12397	_

12400	_

12403	_

12406	_

12409	OUTPUT

12410	_
